City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Uglovskoye,RU,51.3557,80.1942,15.33,95,100,4.16,light snow
345,Bilibino,RU,68.0546,166.4372,-32.87,99,46,3.09,scattered clouds
346,Salinas,US,36.6777,-121.6555,54.63,86,100,0.0,overcast clouds
347,Kahului,US,20.8947,-156.47,77.85,74,40,6.91,scattered clouds
348,Sept-Iles,CA,50.2001,-66.3821,17.6,87,100,10.36,mist
349,Lagoa,PT,39.05,-27.9833,61.9,88,100,40.49,moderate rain
350,Goderich,CA,43.7501,-81.7165,52.12,71,100,16.11,overcast clouds
351,Oistins,BB,13.0667,-59.5333,75.29,94,75,23.02,light intensity shower rain
352,Poum,NC,-20.2333,164.0167,81.39,78,97,12.71,overcast clouds
353,Margate,GB,51.3813,1.3862,47.3,85,42,7.0,scattered clouds
354,Rocha,UY,-34.4833,-54.3333,53.44,79,3,6.58,clear sky
355,Beyneu,KZ,45.3167,55.2,27.36,87,100,8.32,overcast clouds
356,Ahipara,NZ,-35.1667,173.1667,72.54,64,1,10.36,clear sky
357,Svetlogorsk,BY,52.6333,29.7333,33.98,95,100,7.83,overcast clouds
358,Lata,PT,40.1629,-8.3327,61.07,94,100,9.17,overcast clouds
359,Mezen,RU,65.8522,44.24,5.32,97,85,5.77,overcast clouds
360,Tucurui,BR,-3.7661,-49.6725,71.89,97,92,2.33,overcast clouds
361,Ambatofinandrahana,MG,-20.55,46.8,63.95,81,91,1.86,overcast clouds
362,Ranong,TH,9.9658,98.6348,82.33,48,100,3.76,overcast clouds
363,Zhangye,CN,38.9342,100.4517,26.28,24,69,4.59,broken clouds
364,Ternate,ID,0.8,127.4,82.67,73,100,8.79,overcast clouds
365,Ibaiti,BR,-23.8486,-50.1878,62.4,96,9,3.76,clear sky
366,Waingapu,ID,-9.6567,120.2641,86.67,62,100,20.54,overcast clouds
367,Santiago Del Estero,AR,-27.7951,-64.2615,75.49,52,0,7.9,clear sky
368,Vestmanna,FO,62.1564,-7.1664,29.32,80,100,19.57,light snow
369,Lewiston,US,44.1003,-70.2148,34.14,94,15,1.16,few clouds
370,Villa Constitucion,AR,-33.2278,-60.3297,73.02,42,0,5.3,clear sky
371,Tazovskiy,RU,67.4667,78.7,-29.36,100,9,3.96,clear sky
372,Pangnirtung,CA,66.1451,-65.7125,-13.0,84,100,9.22,light snow
373,Coquimbo,CL,-29.9533,-71.3436,62.33,82,100,3.44,overcast clouds
374,Comendador,DO,18.8775,-71.7028,66.15,85,0,3.02,clear sky
375,Bud,US,39.447,-86.1758,57.67,87,100,15.48,overcast clouds
376,Bairiki,KI,1.3292,172.9752,84.2,74,20,6.91,few clouds
377,Lodja,CD,-3.4833,23.4333,67.87,97,99,1.83,overcast clouds
378,Kendari,ID,-3.945,122.4989,83.28,74,99,5.08,overcast clouds
379,Eugene,US,44.0521,-123.0867,49.01,94,100,14.97,overcast clouds
380,Two Hills,CA,53.7169,-111.7518,12.69,92,27,11.5,scattered clouds
381,Mayo,US,38.8876,-76.5119,44.51,85,0,0.0,clear sky
382,Luderitz,NA,-26.6481,15.1594,68.04,53,0,14.32,clear sky
383,Bilma,NE,18.6853,12.9164,55.02,35,0,6.35,clear sky
384,La Ronge,CA,55.1001,-105.2842,-3.75,77,75,2.3,light snow
385,Russell,US,32.3502,-85.1999,55.96,100,0,0.0,mist
386,Grand-Santi,GF,4.25,-54.3833,70.92,99,95,2.51,overcast clouds
387,Ahar,IR,38.4774,47.0699,30.61,84,17,2.37,few clouds
388,Ponta Delgada,PT,37.7333,-25.6667,63.32,82,75,20.71,broken clouds
389,Acacias,CO,3.987,-73.758,72.36,73,58,6.6,broken clouds
390,Beruwala,LK,6.4788,79.9828,82.09,71,46,2.35,scattered clouds
391,San Jose,US,37.3394,-121.895,54.46,90,100,16.11,overcast clouds
392,Yanam,IN,16.7333,82.2167,85.73,55,3,4.0,clear sky
393,Ludvika,SE,60.1496,15.1878,39.0,91,100,13.71,overcast clouds
394,Makkaveyevo,RU,51.7533,113.9454,15.89,68,63,13.22,broken clouds
395,Erenhot,CN,43.6475,111.9767,18.75,30,0,16.13,clear sky
396,Srednekolymsk,RU,67.45,153.6833,-43.15,100,87,2.93,overcast clouds
397,Akyab,MM,20.15,92.9,74.7,47,67,5.12,broken clouds
398,Pandan,PH,14.0453,124.1694,82.35,81,91,4.68,overcast clouds
399,Longyan,CN,25.1072,117.0225,61.09,59,76,4.07,broken clouds
400,Nizhniy Baskunchak,RU,48.2198,46.8311,28.92,92,32,9.15,scattered clouds
401,Vila,PT,42.0304,-8.1588,49.69,96,100,11.3,light rain
402,Idaho Falls,US,43.4666,-112.0341,25.36,86,75,0.0,broken clouds
403,Marovoay,MG,-16.1,46.6333,80.74,63,5,4.23,clear sky
404,Waddan,LY,29.1614,16.139,51.17,56,17,2.91,few clouds
405,Tigre,AR,-34.426,-58.5796,77.0,53,0,5.75,clear sky
406,Moissac,FR,44.1024,1.0945,50.47,91,100,9.04,overcast clouds
407,Yagodnoye,RU,62.55,149.6667,-29.34,99,90,2.57,overcast clouds
408,North Bend,US,43.4065,-124.2243,54.07,100,100,11.5,mist
409,Nome,US,64.5011,-165.4064,3.27,85,40,0.0,scattered clouds
410,Pokhvistnevo,RU,53.6524,52.1274,16.88,97,100,2.21,overcast clouds
411,Lyngdal,NO,58.1376,7.07,40.89,87,93,17.9,overcast clouds
412,Killybegs,IE,54.6333,-8.45,45.37,89,100,18.92,moderate rain
413,Kilindoni,TZ,-7.9139,39.6668,81.99,71,40,10.13,scattered clouds
414,Wukari,NG,7.85,9.7833,67.17,24,72,8.9,broken clouds
415,Gizo,SB,-8.103,156.8419,85.28,61,100,11.12,overcast clouds
416,Talaya,RU,61.3833,152.75,-30.66,100,100,0.67,overcast clouds
417,Araouane,ML,18.9048,-3.5265,68.25,19,100,18.61,overcast clouds
418,Mbandaka,CD,0.0487,18.2603,69.57,63,93,3.15,overcast clouds
419,Neiafu,TO,-18.65,-173.9833,84.88,79,75,5.75,moderate rain
420,Panlaitan,PH,12.1191,119.8486,83.08,76,100,14.36,overcast clouds
421,Berlevag,NO,70.8578,29.0864,24.8,79,100,29.93,overcast clouds
422,Nikolayevsk-Na-Amure,RU,53.1406,140.73,4.12,93,30,4.81,scattered clouds
423,Alofi,NU,-19.0595,-169.9187,82.29,83,75,6.91,light rain
424,Heswall,GB,53.3273,-3.0965,48.92,80,75,18.41,broken clouds
425,Zhengjiatun,CN,43.5064,123.5064,19.63,49,0,11.34,clear sky
426,Orsha,BY,54.5153,30.4053,33.94,99,100,10.71,overcast clouds
427,Jalu,LY,29.0331,21.5482,53.46,84,1,6.2,clear sky
428,Palmer,US,42.1584,-72.3287,43.21,80,20,0.0,few clouds
429,Miri,MY,4.4148,114.0089,84.34,74,40,10.36,scattered clouds
430,Ginda,IN,30.6945,78.4932,53.98,39,54,3.74,broken clouds
431,Derzhavinsk,KZ,51.1,66.3167,13.91,98,99,6.04,overcast clouds
432,Hambantota,LK,6.1241,81.1185,82.74,74,20,14.97,few clouds
433,Tutoia,BR,-2.7619,-42.2744,77.63,87,43,10.4,moderate rain
434,Avera,US,33.194,-82.5271,54.91,93,5,5.19,clear sky
435,Kushima,JP,31.4583,131.2333,54.23,41,81,3.6,broken clouds
436,Iguape,BR,-24.7081,-47.5553,69.78,89,7,5.93,clear sky
437,Naze,JP,28.3667,129.4833,54.52,85,100,13.02,light rain
438,Aklavik,CA,68.2191,-135.0107,-15.59,97,92,5.75,overcast clouds
439,Roald,NO,62.5833,6.1333,43.32,75,100,16.11,overcast clouds
440,Walvis Bay,NA,-22.9575,14.5053,60.1,88,18,11.5,few clouds
441,Paranagua,BR,-25.52,-48.5092,65.52,91,1,1.1,clear sky
442,Umm Kaddadah,SD,13.6017,26.6876,55.6,38,0,16.71,clear sky
443,Boddam,GB,57.4667,-1.7833,36.64,95,100,24.25,light rain
444,Ambon,ID,-3.6954,128.1814,86.14,66,40,10.36,scattered clouds
445,Lipari,IT,38.4674,14.954,61.23,57,92,3.24,overcast clouds
446,Luba,GQ,3.4568,8.5547,79.95,65,98,2.98,overcast clouds
447,Cockburn Town,TC,21.4612,-71.1419,78.57,76,1,22.95,clear sky
448,Moranbah,AU,-22.0016,148.0466,91.15,34,99,16.96,overcast clouds
449,Umba,RU,66.6871,34.3429,24.87,90,100,13.65,overcast clouds
450,Matara,LK,5.9485,80.5353,81.99,58,52,12.21,broken clouds
451,Vila Velha,BR,-20.3297,-40.2925,78.75,87,75,10.36,broken clouds
452,Flin Flon,CA,54.7682,-101.865,-8.3,100,91,3.49,overcast clouds
453,Methoni,GR,36.8197,21.7049,53.22,76,48,4.79,scattered clouds
454,Rorvik,NO,64.8621,11.2373,37.51,93,100,9.22,light intensity drizzle
455,Watrous,CA,51.6668,-105.4679,-11.97,100,39,3.76,scattered clouds
456,Port Moresby,PG,-9.4431,147.1797,83.62,70,100,11.5,light rain
457,Sangar,RU,63.9242,127.4739,-22.32,99,100,4.43,overcast clouds
458,Balkanabat,TM,39.5108,54.3671,40.91,78,66,1.48,broken clouds
459,Ekhabi,RU,53.5102,142.9671,-0.49,86,11,12.73,few clouds
460,Port Blair,IN,11.6667,92.75,82.44,69,40,10.36,scattered clouds
461,Biak,ID,-0.9131,122.8766,82.26,70,100,2.19,overcast clouds
462,Ulaangom,MN,49.9811,92.0667,-11.65,92,84,1.92,broken clouds
463,Moose Factory,CA,51.2585,-80.6094,32.0,93,100,3.44,fog
464,Kijini,TZ,-5.85,39.3167,78.53,75,64,11.61,broken clouds
465,Novoanninskiy,RU,50.5287,42.6747,32.56,94,99,12.19,light snow
466,Luwuk,ID,-0.9516,122.7875,84.81,71,100,1.99,overcast clouds
467,Erzincan,TR,39.75,39.5,15.1,92,0,0.0,clear sky
468,Gagra,GE,43.3283,40.2239,34.72,43,97,5.3,overcast clouds
469,Sabang,ID,5.8933,95.3214,80.04,67,100,15.61,overcast clouds
470,Tupik,RU,54.4253,119.9327,1.81,88,92,1.92,overcast clouds
471,Kieta,PG,-6.2167,155.6333,84.72,62,83,9.24,broken clouds
472,Egvekinot,RU,66.3167,-179.1667,-14.24,86,72,10.71,broken clouds
473,Zemio,CF,5.0314,25.1361,65.79,41,15,3.65,few clouds
474,Sioni,GE,41.9895,45.0239,17.96,69,69,0.27,broken clouds
475,Ixmiquilpan,MX,20.4833,-99.2333,58.89,40,100,4.68,overcast clouds
476,Miranda,CO,3.2499,-76.2281,68.13,87,94,5.39,overcast clouds
477,Menongue,AO,-14.6585,17.691,63.32,82,99,3.18,overcast clouds
478,Malaya Vishera,RU,58.8454,32.2222,28.63,97,100,9.28,snow
479,Bogale,MM,16.2833,95.4,84.67,46,2,1.86,clear sky
480,Ussel,FR,45.55,2.3167,44.04,97,100,6.35,overcast clouds
481,Clarence Town,AU,-32.5833,151.7833,79.61,48,73,10.2,broken clouds
482,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.39,96,84,4.16,broken clouds
483,The Pas,CA,53.8251,-101.2541,-2.18,78,100,6.91,overcast clouds
484,Tiarei,PF,-17.5333,-149.3333,80.62,76,12,15.61,light rain
485,Olinda,BR,-8.0089,-34.8553,80.33,74,40,6.91,scattered clouds
486,Tirumullaivasal,IN,11.2333,79.8333,80.85,70,32,7.34,scattered clouds
487,Urengoy,RU,65.9667,78.3667,-24.03,100,57,5.19,broken clouds
488,Bandarbeyla,SO,9.4942,50.8122,79.25,67,16,19.6,few clouds
489,San Policarpo,PH,12.1791,125.5072,82.54,79,100,7.18,overcast clouds
490,Hradek,CZ,49.7132,13.653,43.88,100,100,23.0,overcast clouds
491,Curuguaty,PY,-24.4694,-55.6945,66.52,55,0,1.97,clear sky
492,Terre-De-Bas,GP,15.8501,-61.6442,71.11,74,6,18.68,clear sky
493,Oktyabrskiy,RU,54.4815,53.471,10.15,98,99,2.84,overcast clouds
494,El Alto,PE,-4.2714,-81.2147,68.41,81,36,11.27,scattered clouds
495,Atkarsk,RU,51.8718,45.0078,23.54,96,98,8.28,overcast clouds
496,Acapulco,MX,16.8634,-99.8901,78.62,78,100,0.0,overcast clouds
497,Tahe,CN,52.3333,124.7333,12.2,72,100,2.3,overcast clouds
498,Velsk,RU,61.0701,42.0983,-8.64,100,100,1.81,overcast clouds
499,Sitka,US,57.0531,-135.33,44.49,53,100,16.11,light rain
500,Prainha,BR,-1.8,-53.48,71.64,94,97,2.64,overcast clouds
501,Delvine,AL,39.9511,20.0978,50.7,84,94,3.04,overcast clouds
502,Brandenburg,DE,52.4167,12.55,44.8,76,72,12.26,broken clouds
503,Poya,NC,-21.35,165.15,81.41,79,61,8.05,broken clouds
504,Kargopol,RU,61.5071,38.9456,-6.5,100,99,3.53,overcast clouds
505,Pangai,TO,-19.8,-174.35,78.91,89,75,10.36,moderate rain
506,Beira,MZ,-19.8436,34.8389,75.29,94,40,2.3,scattered clouds
507,Yakeshi,CN,49.2833,120.7333,5.88,85,65,10.27,broken clouds
508,Codrington,AU,-38.2667,141.9667,68.14,69,34,11.99,scattered clouds
509,Zhanaozen,KZ,43.3,52.8,31.46,74,98,4.81,overcast clouds
510,Kirovskiy,RU,45.0917,133.5136,9.21,77,12,4.09,few clouds
511,Papar,MY,5.7333,115.9333,86.0,56,95,8.03,overcast clouds
512,Saint George,US,37.1041,-113.5841,39.43,86,100,3.44,overcast clouds
513,Zavodoukovsk,RU,56.5042,66.5515,-10.37,100,93,3.27,overcast clouds
514,Arrecife,ES,28.963,-13.5477,67.98,83,0,5.75,clear sky
515,Gander,CA,48.9682,-54.5906,15.93,78,40,15.01,scattered clouds
516,Kutum,SD,14.2,24.6667,47.68,38,2,7.7,clear sky
517,Magistralnyy,RU,56.1725,107.4458,5.52,83,100,6.58,overcast clouds
518,Tomatlan,MX,19.9333,-105.25,67.19,59,50,3.74,scattered clouds
519,Wahiawa,US,21.5028,-158.0236,73.72,67,100,4.61,overcast clouds
520,San Jeronimo,PE,-11.9472,-75.2829,52.05,81,100,0.2,overcast clouds
521,Fort Nelson,CA,58.8053,-122.7002,-8.01,77,100,2.3,mist
522,Riyadh,SA,24.6877,46.7219,50.14,43,100,6.29,overcast clouds
523,Leirvik,NO,59.7798,5.5005,43.63,68,90,12.95,overcast clouds
524,Ozu,JP,33.5,132.55,47.82,52,11,7.94,few clouds
525,Slave Lake,CA,55.2834,-114.769,3.18,85,75,4.61,broken clouds
526,Pathein,MM,16.7833,94.7333,84.31,49,1,4.32,clear sky
527,Haysville,US,37.5645,-97.3523,41.29,80,100,5.99,overcast clouds
528,College,US,64.8569,-147.8028,-3.68,79,40,0.0,scattered clouds
529,Thinadhoo,MV,0.5333,72.9333,80.67,77,33,9.08,scattered clouds
530,Canico,PT,32.6333,-16.85,67.12,72,20,8.05,few clouds
531,Bosobolo,CD,4.1833,19.9,69.17,46,94,2.57,overcast clouds
532,Chumikan,RU,54.7183,135.315,0.57,78,50,21.16,scattered clouds
533,Salta,AR,-24.7859,-65.4117,63.19,85,40,4.61,scattered clouds
534,Bridgetown,BB,13.1,-59.6167,75.69,94,75,23.02,light intensity shower rain
535,Fort Saint James,CA,54.4333,-124.25,21.02,99,100,1.97,overcast clouds
536,Cabra,ES,37.4725,-4.4421,48.49,76,57,3.33,broken clouds
537,Namatanai,PG,-3.6667,152.4333,83.97,69,96,10.83,overcast clouds
538,Moreira Sales,BR,-24.0622,-53.0069,66.54,62,0,6.53,clear sky
539,Takoradi,GH,4.8845,-1.7554,77.07,87,95,2.28,overcast clouds
540,Bedele,ET,8.456,36.353,55.92,94,100,1.52,light rain
541,Usatove,UA,46.533,30.6596,38.75,85,50,10.13,scattered clouds
542,Shubarshi,KZ,48.5872,57.1869,17.67,97,86,7.16,overcast clouds
543,Moron,AR,-34.6534,-58.6198,76.75,50,1,6.58,clear sky
544,Razdolnoye,RU,43.55,131.9167,16.21,72,3,5.59,clear sky
545,Tabory,RU,58.5198,64.5495,-18.08,100,77,2.1,broken clouds
546,Uniao,BR,-4.5858,-42.8642,72.27,96,28,3.06,heavy intensity rain
547,Aleksandrov Gay,RU,50.147,48.5704,27.1,95,98,9.91,overcast clouds
548,Warrington,GB,53.3925,-2.5802,47.86,85,75,19.57,broken clouds
549,Husavik,IS,66.0449,-17.3389,20.8,60,100,16.42,light snow
550,Inongo,CD,-1.95,18.2667,71.62,91,98,4.25,overcast clouds
551,Leh,IN,34.1667,77.5833,22.59,87,99,4.59,light snow
552,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,75,6.91,moderate rain
553,Coachella,US,33.6803,-116.1739,63.43,63,51,1.01,broken clouds
554,Ibra,OM,22.6906,58.5334,66.94,42,26,8.57,scattered clouds
555,Ngunguru,NZ,-35.6167,174.5,72.3,65,0,4.7,clear sky
556,Nabire,ID,-3.3667,135.4833,84.7,64,29,5.46,scattered clouds
557,Tongling,CN,30.95,117.7833,47.75,36,4,4.74,clear sky
558,Luoyang,CN,34.6836,112.4536,43.03,18,0,2.98,clear sky
559,Banepa,NP,27.6298,85.5214,50.32,76,20,2.91,mist
560,De-Kastri,RU,51.4667,140.7833,6.49,90,21,5.28,few clouds
561,Kaspiysk,RU,42.8816,47.6392,28.58,80,46,8.95,scattered clouds
562,Kisangani,CD,0.5167,25.2,69.6,92,100,0.89,overcast clouds
563,Tianpeng,CN,30.9866,103.9393,48.72,60,98,2.21,overcast clouds
564,Madridejos,ES,39.4682,-3.532,49.06,72,100,14.85,overcast clouds
565,Yongan,CN,39.6957,113.6871,21.72,24,0,5.53,clear sky
566,Fuerte Olimpo,PY,-21.0415,-57.8738,75.42,47,53,4.05,broken clouds
567,Touros,BR,-5.1989,-35.4608,78.28,77,54,11.81,broken clouds
568,Ivangorod,RU,59.3716,28.2162,34.57,98,100,8.7,overcast clouds
569,Galesong,ID,-5.3166,119.3661,77.02,83,100,14.45,overcast clouds
570,Olafsvik,IS,64.8945,-23.7142,22.73,50,82,10.69,broken clouds
571,Port Macquarie,AU,-31.4333,152.9167,74.89,75,63,8.88,broken clouds
572,Kapenguria,KE,1.2511,35.0895,58.96,59,54,3.11,broken clouds
573,Stanger,ZA,-29.3282,31.2895,63.07,91,100,14.16,light rain
574,Huicungo,PE,-7.2833,-76.8,70.12,93,85,1.39,overcast clouds
575,Horasan,TR,40.0458,42.1728,22.1,64,0,0.2,clear sky
576,Caravelas,BR,-17.7125,-39.2481,72.46,94,22,4.47,few clouds
577,Salalah,OM,17.0151,54.0924,71.69,40,0,11.5,clear sky
578,Sukhobezvodnoye,RU,57.0491,44.8891,-6.75,100,100,2.55,light snow
579,Guarda,PT,40.5373,-7.2658,49.23,97,100,8.77,overcast clouds
580,Guhagar,IN,17.4842,73.1929,87.03,39,50,2.17,scattered clouds
581,Dire Dawa,ET,9.5931,41.8661,64.99,66,40,4.12,scattered clouds
582,Sobolevo,RU,54.4299,31.8996,33.46,99,100,9.93,overcast clouds
583,Kitimat,CA,54.0524,-128.6534,32.38,30,98,3.27,light snow
584,Harsin,IR,34.2721,47.5861,23.81,57,0,3.06,clear sky
585,Linqiong,CN,30.4159,103.4609,46.22,65,93,1.59,overcast clouds
586,Shimoda,JP,34.6667,138.95,50.36,66,70,7.18,broken clouds
587,Ipira,BR,-12.1583,-39.7372,70.59,92,57,6.26,broken clouds
588,Flinders,AU,-34.5833,150.8552,73.18,89,72,4.0,light rain
589,Stornoway,GB,58.2093,-6.3865,39.16,89,100,13.8,snow
590,Rockland,US,41.1668,-74.0496,44.83,76,1,3.78,clear sky
591,Moses Lake,US,47.1301,-119.2781,34.48,93,100,0.0,overcast clouds
592,Puerto Carreno,CO,6.189,-67.4859,77.02,57,18,6.15,few clouds
593,Port Keats,AU,-14.25,129.55,79.21,92,100,24.25,heavy intensity rain
594,Palimbang,PH,6.2106,124.1894,83.7,78,92,11.03,overcast clouds
595,Banjar,ID,-8.19,114.9675,83.44,76,94,8.48,light rain
596,Caucasia,CO,7.9865,-75.1935,73.42,93,7,2.62,clear sky
597,Bani,DO,18.2833,-70.3333,74.86,81,2,12.8,clear sky
598,Kitwe,ZM,-12.7961,28.2477,62.98,99,100,5.64,moderate rain
599,Kattivakkam,IN,13.2167,80.3167,84.29,68,0,2.01,clear sky
600,Dvinskoy,RU,62.1535,45.1175,6.75,98,98,3.85,overcast clouds
601,Kabale,UG,-1.2486,29.9899,59.79,89,100,1.34,overcast clouds
602,Severo-Yeniseyskiy,RU,60.3725,93.0408,-15.56,100,98,2.95,overcast clouds
603,Puerto Escondido,MX,15.85,-97.0667,76.03,73,20,5.75,few clouds
604,Domoni,KM,-12.2569,44.5319,80.92,75,92,6.31,light rain
605,Matias Romero,MX,16.8833,-95.0333,66.58,88,75,3.09,broken clouds
606,Myurego,RU,42.4109,47.693,22.6,65,8,4.21,clear sky
607,Faya,SA,18.3851,42.4509,53.71,80,83,3.53,broken clouds
608,Inirida,CO,3.8653,-67.9239,74.46,86,16,1.72,few clouds
609,San Lorenzo,PY,-25.3333,-57.5333,74.59,60,0,2.3,clear sky
610,Buala,SB,-8.145,159.5921,83.52,72,99,7.7,overcast clouds
611,Ishim,RU,56.1128,69.4902,-13.47,100,99,2.08,overcast clouds
612,Misratah,LY,32.3754,15.0925,60.82,50,100,5.77,overcast clouds
613,Sechura,PE,-5.5569,-80.8222,69.8,81,23,6.67,few clouds
614,Waipawa,NZ,-41.4122,175.5153,56.08,85,100,16.11,overcast clouds
615,Apastovo,RU,55.2029,48.5109,15.21,96,99,2.84,overcast clouds
616,Olivenza,ES,38.6832,-7.103,53.31,82,100,8.39,overcast clouds
617,Batagay-Alyta,RU,67.8006,130.4114,-31.41,92,69,5.93,broken clouds
618,Granard,IE,53.7667,-7.5,48.61,90,100,23.91,moderate rain
619,Tazmalt,DZ,36.3868,4.3989,48.85,59,8,3.33,clear sky
620,Hervey Bay,AU,-25.2986,152.8535,80.02,78,64,14.0,broken clouds
621,Dzaoudzi,YT,-12.7887,45.2699,78.69,89,40,9.22,light rain
622,Strelka,RU,58.0728,93.0344,-12.48,98,99,2.57,overcast clouds
623,Bac Lieu,VN,9.285,105.7244,79.56,61,95,4.45,overcast clouds
624,Porto De Moz,BR,-1.7483,-52.2383,72.88,99,100,2.55,overcast clouds
625,Machinga,MW,-15.1685,35.3,67.93,94,100,2.3,light rain
626,Surt,LY,31.2089,16.5887,59.72,67,98,4.03,overcast clouds
627,Zhigansk,RU,66.7697,123.3711,-24.77,99,98,5.48,overcast clouds
628,Dawei,MM,14.0833,98.2,86.45,41,74,2.77,broken clouds
629,Pawayan,IN,28.0667,80.1,62.51,43,49,5.55,scattered clouds
630,Kuytun,RU,54.3419,101.5036,1.09,93,80,3.98,broken clouds
631,Baykit,RU,61.67,96.37,-22.97,98,43,2.19,scattered clouds
632,Mareeba,AU,-17.0,145.4333,85.44,69,100,4.27,overcast clouds
633,Hebi,CN,35.8992,114.1925,41.41,17,1,5.53,clear sky
634,Casa Nova,BR,-9.4167,-41.1333,78.82,60,81,14.27,moderate rain
635,Bowen,AU,-20.0167,148.2333,81.5,60,87,13.29,overcast clouds
636,Kouango,CF,4.9934,19.9619,69.03,36,100,3.42,overcast clouds
637,Thunder Bay,CA,48.4001,-89.3168,31.98,93,100,2.3,light snow
638,Hualmay,PE,-11.0964,-77.6139,70.0,83,100,9.01,overcast clouds
639,Blagoyevo,RU,63.3667,47.9167,11.53,95,100,6.15,overcast clouds
640,Khromtau,KZ,50.2503,58.4347,15.49,96,89,8.01,overcast clouds
641,Zapolyarnyy,RU,69.4154,30.8136,16.88,98,100,7.85,overcast clouds
642,Stulovo,RU,58.7225,50.1439,13.06,95,100,5.93,overcast clouds
643,Shu,KZ,43.5983,73.7614,32.04,93,98,2.8,overcast clouds
644,Pandharpur,IN,17.6667,75.3333,81.18,41,5,4.32,clear sky
645,Agua Buena,PA,7.8167,-80.4,74.77,99,0,10.07,clear sky
646,Susehri,TR,40.1644,38.0867,31.69,70,0,2.33,clear sky
647,Kenai,US,60.5544,-151.2583,30.29,74,100,19.57,overcast clouds
648,Narwar,IN,25.65,77.9,70.63,27,0,4.0,clear sky
649,Youghal,IE,51.95,-7.8506,51.01,100,100,26.28,light rain
650,Brae,GB,60.3964,-1.353,38.98,61,55,10.36,broken clouds
651,Merauke,ID,-8.4667,140.3333,84.42,70,90,10.18,moderate rain
652,Nelson Bay,AU,-32.7167,152.15,78.85,71,30,3.0,scattered clouds
653,Bend,US,44.0582,-121.3153,40.86,86,20,6.91,light intensity drizzle
654,Pangkalanbuun,ID,-2.6833,111.6167,92.05,43,95,7.7,overcast clouds
655,Hirara,JP,24.8,125.2833,66.47,88,75,27.63,broken clouds
656,Arnedo,ES,42.2167,-2.1,47.7,74,100,7.67,light rain
657,Oriximina,BR,-1.7656,-55.8661,72.54,96,98,1.74,overcast clouds
658,Port Hardy,CA,50.6996,-127.4199,42.98,87,100,25.32,light rain
659,Parabel,RU,58.6978,81.4825,6.51,95,100,7.63,light snow
660,Ugento,IT,39.9263,18.1574,45.9,84,60,10.69,broken clouds
661,Barra,BR,-11.0894,-43.1417,72.01,80,41,1.81,scattered clouds
662,Zavolzhye,RU,56.6428,43.3936,-2.88,100,98,2.55,overcast clouds
663,Matagami,CA,49.7502,-77.6328,33.91,100,100,6.91,mist
664,Dossor,KZ,47.5272,52.9811,27.46,93,91,7.92,overcast clouds
665,Calvinia,ZA,-31.4707,19.776,56.39,51,49,11.21,scattered clouds
666,Bagotville,AU,-28.9833,153.4167,71.85,99,98,11.3,overcast clouds
667,Ashqelon,IL,31.6693,34.5715,52.09,60,0,2.75,clear sky
668,Sungaipenuh,ID,-2.0833,101.3833,76.62,63,89,5.84,overcast clouds
669,Albury,AU,-36.0833,146.9167,85.32,47,73,1.57,light rain
670,Stege,DK,54.987,12.2846,44.06,78,98,27.63,overcast clouds
671,Gat,IL,31.61,34.7642,54.39,100,0,3.24,clear sky
672,Gornyy,RU,55.1153,83.9059,-3.64,99,89,2.71,overcast clouds
673,Tweed,CA,44.4751,-77.3162,42.06,97,100,6.96,overcast clouds
674,Akdepe,TM,42.0551,59.3788,37.49,95,97,12.68,overcast clouds
675,Ada,US,43.4166,-116.1262,34.68,77,100,7.0,overcast clouds
676,Alta Floresta,BR,-9.8756,-56.0861,70.56,99,100,2.77,overcast clouds
677,Ampanihy,MG,-24.7,44.75,82.81,58,6,1.81,clear sky
678,Coihaique,CL,-45.5752,-72.0662,52.41,62,0,2.3,clear sky
679,Nobeoka,JP,32.5833,131.6667,52.29,44,17,4.25,few clouds
680,Catamarca,AR,-28.4696,-65.7852,72.07,58,0,11.23,clear sky
681,Hermosillo,MX,29.0667,-110.9667,64.29,62,100,0.0,overcast clouds
682,Yenagoa,NG,4.9247,6.2642,72.14,94,100,4.21,overcast clouds
683,Obo,CF,5.3998,26.4869,66.47,37,29,4.16,scattered clouds
684,Urumqi,CN,43.801,87.6005,2.35,85,34,0.0,mist
685,Beringovskiy,RU,63.05,179.3167,-12.53,86,100,15.35,overcast clouds
686,Oyama,JP,36.3,139.8,50.74,25,7,6.8,clear sky
687,Yakuplu,TR,40.9889,28.6758,49.35,87,100,6.91,overcast clouds
688,Aloleng,PH,16.1307,119.7824,83.61,64,93,12.24,overcast clouds
689,Barra Do Corda,BR,-5.5,-45.25,71.78,95,43,0.63,scattered clouds
690,Mizdah,LY,31.4451,12.9801,49.91,41,99,3.29,overcast clouds
691,Beaupre,CA,47.0443,-70.8953,37.78,95,100,0.0,overcast clouds
692,Noshiro,JP,40.2039,140.0242,32.83,74,100,19.53,light snow
693,Mackay,AU,-21.15,149.2,90.68,68,90,17.07,overcast clouds
694,Lethem,GY,3.3803,-59.7968,77.43,73,99,9.15,overcast clouds
695,Havelock,US,34.8791,-76.9013,58.93,87,0,3.44,clear sky
